Timestamp,Please fill in your participant ID,"To start the interaction touch the robot's head and select the ""Start"" option. It will react to your touch! Select the ""Finish the task"" if you don't want to start.",Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,"Approximately, how many more sentences are you willing to read to help the robot?"
09/05/2022 11:30:21,45,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""I have not seen my tooth.""","""I have not seen my tooth.""","""I have not seen my tooth.""","""I have not seen my tooth.""","""I have not seen my tooth.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
10/05/2022 10:49:39,48,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""Linda asks for more darts.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
09/05/2022 14:06:18,49,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
09/05/2022 14:53:55,50,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
09/05/2022 15:34:13,51,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
10/05/2022 11:27:18,53,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
10/05/2022 12:04:33,54,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
10/05/2022 16:14:21,55,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
11/05/2022 11:58:30,56,Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022 14:39:38,57,Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022 15:18:35,58,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
10/05/2022 16:56:58,59,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
11/05/2022 10:01:12,60,Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2022 11:05:46,61,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Jack views an art piece.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
11/05/2022 12:35:53,62,Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2022 13:20:24,63,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
12/05/2022 11:20:24,64,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12/05/2022 18:08:23,66,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
13/05/2022 11:46:33,69,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
13/05/2022 14:05:49,67,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
